uf,ano,mes,indice_uv,temperatura_media_2m
MS,2020,9,2.0296666666666665,29.432
MS,2020,10,1.9238709677419354,29.51322580645161
MS,2020,11,2.8226666666666667,28.942666666666668
MS,2020,12,2.920967741935484,29.528387096774193
MS,2021,1,2.5083870967741935,26.56193548387097
MS,2021,2,2.989642857142857,26.01535714285714
MS,2021,3,2.5993548387096777,26.98483870967742
MS,2021,4,2.0773333333333333,26.487333333333332
MS,2021,5,1.3825806451612903,24.60516129032258
MS,2021,6,1.0713333333333332,21.546666666666667
MS,2021,7,1.199032258064516,20.350322580645162
MS,2021,8,1.4219354838709677,25.203870967741935
MS,2021,9,1.7023333333333333,28.902
MS,2021,10,1.934193548387097,27.775483870967744
MS,2021,11,2.59,27.337666666666667
MS,2021,12,2.9090322580645163,27.74483870967742
MS,2022,1,2.8229032258064515,27.697741935483872
MS,2022,2,2.7921428571428573,27.997857142857143
MS,2022,3,2.1667741935483873,26.303225806451614
MS,2022,4,1.8453333333333333,25.152333333333335
MS,2022,5,1.342258064516129,20.553548387096775
MS,2022,6,1.1059999999999999,20.696666666666665
MS,2022,7,1.3129032258064517,23.226451612903226
MS,2022,8,1.4345161290322581,21.581935483870968
MS,2022,9,1.416,23.711000000000002
MS,2022,10,2.161290322580645,25.41516129032258
MS,2022,11,2.8296666666666668,25.533
MS,2022,12,2.661935483870968,27.733548387096775
MS,2023,1,2.4283870967741934,25.711612903225806
MS,2023,2,2.2764285714285712,25.095357142857143
MS,2023,3,2.174516129032258,25.429354838709678
MS,2023,4,1.795,24.077666666666666
MS,2023,5,1.2564516129032257,22.18161290322581
MS,2023,6,1.0516666666666665,18.72266666666667
MS,2023,7,1.12,22.18161290322581
MS,2023,8,1.1896774193548387,26.03741935483871
MS,2023,9,1.6643333333333332,28.72833333333333
MS,2023,10,1.9580645161290322,31.455806451612904
MS,2023,11,2.177,31.225
MS,2023,12,2.6706451612903224,30.80548387096774
MT,2000,1,NA,24.21
MT,2000,2,NA,24.260344827586206
MT,2000,3,NA,24.45709677419355
MT,2000,4,NA,24.155666666666665
MT,2000,5,NA,22.68548387096774
MT,2000,6,NA,23.137999999999998
MT,2000,7,NA,22.829354838709676
MT,2000,8,NA,27.76483870967742
MT,2000,9,NA,27.314333333333334
MT,2000,10,NA,28.24290322580645
MT,2000,11,NA,25.028666666666666
MT,2000,12,NA,24.163225806451614
MT,2001,1,2.63,24.032258064516128
MT,2001,2,2.8639285714285716,24.6575
MT,2001,3,2.4251612903225808,24.22774193548387
MT,2001,4,2.605,24.426333333333332
MT,2001,5,2.028064516129032,23.989032258064515
MT,2001,6,1.696,23.194333333333333
MT,2001,7,1.8848387096774193,26.134516129032257
MT,2001,8,2.072258064516129,27.267096774193547
MT,2001,9,1.7286666666666668,28.416
MT,2001,10,2.069032258064516,27.19483870967742
MT,2001,11,2.013333333333333,25.677
MT,2001,12,2.1806451612903226,24.252903225806453
MT,2002,1,2.5283870967741935,24.566451612903226
MT,2002,2,2.400714285714286,24.603571428571428
MT,2002,3,2.781290322580645,24.68774193548387
MT,2002,4,2.714,24.549333333333333
MT,2002,5,2.2993548387096774,23.616774193548387
MT,2002,6,2.0166666666666666,22.628666666666668
MT,2002,7,1.9251612903225805,24.703870967741935
MT,2002,8,1.935483870967742,27.22774193548387
MT,2002,9,1.6236666666666666,26.861333333333334
MT,2002,10,2.1429032258064518,28.66548387096774
MT,2002,11,2.477333333333333,26.206666666666667
MT,2002,12,2.4612903225806453,25.478709677419356
MT,2003,1,2.317741935483871,24.71741935483871
MT,2003,2,2.568214285714286,24.439285714285713
MT,2003,3,2.455483870967742,24.42516129032258
MT,2003,4,2.615666666666667,24.02166666666667
MT,2003,5,2.1029032258064517,22.830322580645163
MT,2003,6,1.808,21.888666666666666
MT,2003,7,1.9425806451612904,22.17451612903226
MT,2003,8,2.095483870967742,25.590645161290322
MT,2003,9,1.6283333333333334,26.84
MT,2003,10,2.1238709677419356,25.88741935483871
MT,2003,11,2.323,25.740333333333332
MT,2003,12,2.400645161290323,24.920967741935485
MT,2004,1,2.1625806451612903,24.27967741935484
MT,2004,2,2.2444827586206895,24.229655172413793
MT,2004,3,2.564193548387097,25.02774193548387
MT,2004,4,2.5156666666666667,24.765333333333334
MT,2004,5,2.156774193548387,22.878387096774194
MT,2004,6,1.7736666666666667,21.503333333333334
MT,2004,7,1.8296774193548386,22.11741935483871
MT,2004,8,2.0751612903225807,24.805806451612902
MT,2004,9,1.7763333333333333,27.922666666666668
MT,2004,10,2.0796774193548386,26.40032258064516
MT,2004,11,2.376,25.628666666666668
MT,2004,12,2.543548387096774,24.821612903225805
MT,2005,1,2.285806451612903,24.421612903225807
MT,2005,2,2.623214285714286,25.236428571428572
MT,2005,3,2.205806451612903,24.701612903225808
MT,2005,4,2.602,24.264666666666667
MT,2005,5,2.2435483870967743,23.226129032258065
MT,2005,6,1.8606666666666667,22.828333333333333
MT,2005,7,2.055483870967742,23.570967741935483
MT,2005,8,1.951290322580645,26.559354838709677
MT,2005,9,1.4476666666666667,26.971666666666668
MT,2005,10,2.0551612903225807,27.100322580645162
MT,2005,11,2.2226666666666666,25.800333333333334
MT,2005,12,2.3209677419354837,24.178387096774195
MT,2006,1,2.7161290322580647,24.559677419354838
MT,2006,2,2.4546428571428573,24.415357142857143
MT,2006,3,2.383548387096774,24.67483870967742
MT,2006,4,2.4833333333333334,23.987333333333332
MT,2006,5,2.275161290322581,21.017096774193547
MT,2006,6,1.9633333333333334,21.499666666666666
MT,2006,7,2.132258064516129,23.184516129032257
MT,2006,8,2.1893548387096775,26.928064516129034
MT,2006,9,1.784,27.732666666666667
MT,2006,10,2.0938709677419354,25.729032258064517
MT,2006,11,2.452,25.818666666666665
MT,2006,12,2.2374193548387096,24.86709677419355
MT,2007,1,2.7716129032258063,25.190967741935484
MT,2007,2,2.2585714285714285,24.23892857142857
MT,2007,3,2.805483870967742,24.599354838709676
MT,2007,4,2.7026666666666666,24.73966666666667
MT,2007,5,2.2896774193548386,22.532258064516128
MT,2007,6,2.0193333333333334,22.842333333333332
MT,2007,7,1.9461290322580644,23.863870967741935
MT,2007,8,2.107741935483871,25.53258064516129
MT,2007,9,1.6206666666666667,28.682666666666666
MT,2007,10,1.7551612903225806,27.61709677419355
MT,2007,11,2.2866666666666666,25.185
MT,2007,12,2.595806451612903,24.573548387096775
MT,2008,1,2.6109677419354838,24.224193548387095
MT,2008,2,2.4182758620689655,24.129310344827587
MT,2008,3,2.295161290322581,24.218064516129033
MT,2008,4,2.590333333333333,23.925666666666668
MT,2008,5,2.117741935483871,22.294838709677418
MT,2008,6,1.9296666666666666,21.513666666666666
MT,2008,7,2.1825806451612904,22.506451612903227
MT,2008,8,2.476451612903226,26.379032258064516
MT,2008,9,2.304,27.899666666666665
MT,2008,10,2.2816129032258066,27.88741935483871
MT,2008,11,2.157,25.17866666666667
MT,2008,12,2.3035483870967743,24.31032258064516
MT,2009,1,2.7235483870967743,24.671290322580646
MT,2009,2,2.6317857142857144,24.405714285714286
MT,2009,3,2.511290322580645,24.774193548387096
MT,2009,4,2.503,24.265333333333334
MT,2009,5,2.1354838709677417,23.16032258064516
MT,2009,6,1.8536666666666666,22.406333333333333
MT,2009,7,2.069032258064516,23.903225806451612
MT,2009,8,2.4216129032258062,25.77064516129032
MT,2009,9,2.5176666666666665,27.178333333333335
MT,2009,10,2.361290322580645,26.697741935483872
MT,2009,11,2.279333333333333,25.604333333333333
MT,2009,12,2.21,24.39
MT,2010,1,2.4006451612903223,24.621935483870967
MT,2010,2,2.7364285714285717,25.068214285714287
MT,2010,3,2.614193548387097,25.05258064516129
MT,2010,4,2.678,24.406333333333333
MT,2010,5,2.2896774193548386,22.59193548387097
MT,2010,6,2.010666666666667,23.056333333333335
MT,2010,7,2.0183870967741937,23.91516129032258
MT,2010,8,1.9529032258064516,25.57709677419355
MT,2010,9,1.5566666666666666,29.924666666666667
MT,2010,10,2.013225806451613,26.995806451612903
MT,2010,11,2.3753333333333333,25.156
MT,2010,12,2.5829032258064517,24.322903225806453
MT,2011,1,2.9193548387096775,24.103870967741937
MT,2011,2,2.5825,24.004285714285714
MT,2011,3,2.329032258064516,24.286774193548386
MT,2011,4,2.566,24.252
MT,2011,5,2.2190322580645163,22.706129032258065
MT,2011,6,1.949,22.109666666666666
MT,2011,7,2.1416129032258064,23.92225806451613
MT,2011,8,2.4374193548387098,26.868387096774192
MT,2011,9,2.138,29.437
MT,2011,10,2.1770967741935485,26.07741935483871
MT,2011,11,2.3423333333333334,25.071
MT,2011,12,2.32,24.648064516129033
MT,2012,1,2.4516129032258065,23.964193548387097
MT,2012,2,2.716206896551724,24.111379310344827
MT,2012,3,2.6161290322580646,24.395806451612902
MT,2012,4,2.6133333333333333,24.675
MT,2012,5,2.138709677419355,23.12709677419355
MT,2012,6,1.8503333333333334,23.048666666666666
MT,2012,7,2.0806451612903225,23.250967741935483
MT,2012,8,2.563548387096774,26.323225806451614
MT,2012,9,1.9686666666666666,28.59
MT,2012,10,2.383548387096774,27.420967741935485
MT,2012,11,2.0813333333333333,25.258
MT,2012,12,2.6383870967741934,25.67451612903226
MT,2013,1,2.4629032258064516,25.120967741935484
MT,2013,2,2.4275,24.539285714285715
MT,2013,3,2.544193548387097,24.849032258064515
MT,2013,4,2.6163333333333334,24.087333333333333
MT,2013,5,2.370967741935484,24.171612903225807
MT,2013,6,1.8606666666666667,24.837666666666667
MT,2013,7,2.080967741935484,25.014193548387098
MT,2013,8,2.4535483870967743,26.50483870967742
MT,2013,9,2.164,28.284666666666666
MT,2013,10,2.33,26.203548387096774
MT,2013,11,2.354,24.871666666666666
MT,2013,12,2.3732258064516127,24.39032258064516
MT,2014,1,2.5370967741935484,24.235806451612902
MT,2014,2,2.3814285714285712,24.115000000000002
MT,2014,3,2.418064516129032,24.596774193548388
MT,2014,4,2.671333333333333,24.69
MT,2014,5,2.2887096774193547,24.46516129032258
MT,2014,6,1.927,24.853666666666665
MT,2014,7,2.0380645161290323,25.750645161290322
MT,2014,8,2.206774193548387,28.024838709677418
MT,2014,9,2.1336666666666666,29.128333333333334
MT,2014,10,2.208064516129032,29.703225806451613
MT,2014,11,2.279,27.489
MT,2014,12,2.5406451612903225,24.864838709677418
MT,2015,1,3.039032258064516,25.763548387096776
MT,2015,2,2.3857142857142857,25.390714285714285
MT,2015,3,2.5116129032258065,26.098064516129032
MT,2015,4,2.4723333333333333,25.47233333333333
MT,2015,5,2.168064516129032,25.65967741935484
MT,2015,6,1.9816666666666667,26.734
MT,2015,7,2.0616129032258064,27.01258064516129
MT,2015,8,2.482258064516129,29.15806451612903
MT,2015,9,2.066333333333333,31.757
MT,2015,10,2.1870967741935483,30.37290322580645
MT,2015,11,2.273,27.798333333333332
MT,2015,12,2.7077419354838708,27.357741935483872
MT,2016,1,2.1448387096774195,25.503548387096775
MT,2016,2,2.8951724137931034,27.193793103448275
MT,2016,3,2.4064516129032256,26.096774193548388
MT,2016,4,2.9496666666666664,27.38233333333333
MT,2016,5,2.333548387096774,28.304193548387097
MT,2016,6,1.9689999999999999,26.619666666666667
MT,2016,7,2.263225806451613,26.91483870967742
MT,2016,8,2.03741935483871,27.94741935483871
MT,2016,9,2.0016666666666665,27.517
MT,2016,10,2.3619354838709676,27.107741935483872
MT,2016,11,2.485,25.656333333333333
MT,2016,12,2.3393548387096774,24.89516129032258
MT,2017,1,2.567741935483871,24.631290322580647
MT,2017,2,2.3139285714285713,24.081785714285715
MT,2017,3,2.5219354838709678,24.891935483870967
MT,2017,4,2.609,24.767
MT,2017,5,2.149677419354839,24.611290322580643
MT,2017,6,1.9473333333333334,23.778333333333332
MT,2017,7,2.2696774193548386,23.89741935483871
MT,2017,8,2.391290322580645,27.268709677419356
MT,2017,9,2.1093333333333333,27.698333333333334
MT,2017,10,2.118709677419355,27.95258064516129
MT,2017,11,2.2643333333333335,25.824
MT,2017,12,2.2519354838709678,24.830322580645163
MT,2018,1,2.891935483870968,24.461612903225806
MT,2018,2,2.4353571428571428,24.451071428571428
MT,2018,3,2.3696774193548387,24.72935483870968
MT,2018,4,2.562,24.03933333333333
MT,2018,5,2.270967741935484,22.732903225806453
MT,2018,6,1.9989999999999999,22.005333333333333
MT,2018,7,2.178709677419355,23.296129032258065
MT,2018,8,2.314516129032258,26.91032258064516
MT,2018,9,2.267,27.856
MT,2018,10,2.2512903225806453,27.073870967741936
MT,2018,11,2.144,25.242333333333335
MT,2018,12,2.4761290322580645,25.266129032258064
MT,2019,1,2.7,25.296774193548387
MT,2019,2,2.5539285714285715,25.453214285714285
MT,2019,3,2.4341935483870967,24.849032258064515
MT,2019,4,2.582333333333333,24.993666666666666
MT,2019,5,2.2887096774193547,25.856774193548386
MT,2019,6,2.0656666666666665,25.954333333333334
MT,2019,7,2.1703225806451614,26.18709677419355
MT,2019,8,2.3616129032258066,28.696129032258064
MT,2019,9,2.2119999999999997,30.887999999999998
MT,2019,10,2.425806451612903,27.03451612903226
MT,2019,11,2.5693333333333332,26.549
MT,2019,12,2.7716129032258063,26.358064516129033
MT,2020,1,2.6516129032258067,26.161935483870966
MT,2020,2,2.5627586206896553,25.93758620689655
MT,2020,3,2.5906451612903227,25.524516129032257
MT,2020,4,2.831,25.141666666666666
MT,2020,5,2.4419354838709677,24.08774193548387
MT,2020,6,2.207,25.451
MT,2020,7,2.3619354838709676,26.54225806451613
MT,2020,8,2.779032258064516,28.232903225806453
MT,2020,9,2.4596666666666667,30.962
MT,2020,10,2.258064516129032,30.20935483870968
MT,2020,11,2.6793333333333336,27.151333333333334
MT,2020,12,2.5751612903225807,26.923870967741937
MT,2021,1,2.8635483870967744,26.34032258064516
MT,2021,2,2.6757142857142857,25.604285714285716
MT,2021,3,2.4970967741935484,24.060967741935485
MT,2021,4,2.735,24.117333333333335
MT,2021,5,2.273225806451613,23.32709677419355
MT,2021,6,1.9296666666666666,24.418666666666667
MT,2021,7,2.1903225806451614,24.426129032258064
MT,2021,8,2.390322580645161,28.20774193548387
MT,2021,9,2.145,29.931666666666665
MT,2021,10,2.396451612903226,27.62483870967742
MT,2021,11,2.3686666666666665,24.781
MT,2021,12,2.378709677419355,24.776129032258066
MT,2022,1,2.742258064516129,24.33258064516129
MT,2022,2,2.615357142857143,24.298928571428572
MT,2022,3,2.589677419354839,24.394516129032258
MT,2022,4,2.855,24.403333333333332
MT,2022,5,2.4132258064516128,21.42322580645161
MT,2022,6,1.919,22.345666666666666
MT,2022,7,2.0987096774193548,24.51451612903226
MT,2022,8,2.1596774193548387,26.22032258064516
MT,2022,9,1.9886666666666666,28.65866666666667
MT,2022,10,2.1516129032258067,26.649677419354838
MT,2022,11,2.8053333333333335,25.190666666666665
MT,2022,12,2.484193548387097,24.383870967741935
MT,2023,1,2.3164516129032258,23.980967741935483
MT,2023,2,2.5107142857142857,24.611785714285713
MT,2023,3,2.3080645161290323,24.248064516129034
MT,2023,4,2.397333333333333,24.437666666666665
MT,2023,5,2.166451612903226,23.300967741935484
MT,2023,6,1.811,22.628
MT,2023,7,2.088064516129032,24.77193548387097
MT,2023,8,2.0909677419354837,28.65451612903226
MT,2023,9,2.124,30.929666666666666
MT,2023,10,2.252258064516129,30.146129032258063
MT,2023,11,2.405,29.158333333333335
MT,2023,12,2.6016129032258064,29.27935483870968
PA,2000,1,NA,24.489354838709676
PA,2000,2,NA,24.009655172413794
PA,2000,3,NA,24.205806451612904
PA,2000,4,NA,24.29
PA,2000,5,NA,24.648709677419355
PA,2000,6,NA,24.145666666666667
PA,2000,7,NA,24.20741935483871
PA,2000,8,NA,25.072580645161292
PA,2000,9,NA,25.466
PA,2000,10,NA,26.508064516129032
PA,2000,11,NA,26.187333333333335
PA,2000,12,NA,26.14709677419355
PA,2001,1,1.8638709677419354,23.96451612903226
PA,2001,2,2.0360714285714288,24.15
PA,2001,3,2.0306451612903227,24.40806451612903
PA,2001,4,1.891,24.570666666666668
PA,2001,5,1.9009677419354838,24.919354838709676
PA,2001,6,1.818,24.455333333333332
PA,2001,7,2.0396774193548386,24.620967741935484
PA,2001,8,2.2038709677419357,25.48
PA,2001,9,1.977,27.831333333333333
PA,2001,10,1.8683870967741936,29.123870967741937
PA,2001,11,1.6993333333333334,29.413666666666668
PA,2001,12,1.7632258064516129,27.619032258064514
PA,2002,1,1.8851612903225805,24.80709677419355
PA,2002,2,1.9857142857142858,24.985357142857143
PA,2002,3,2.008709677419355,24.718709677419355
PA,2002,4,1.986,24.49
PA,2002,5,1.8438709677419354,25.186451612903227
PA,2002,6,1.8536666666666666,24.473666666666666
PA,2002,7,1.8996774193548387,24.849032258064515
PA,2002,8,2.0416129032258064,26.90225806451613
PA,2002,9,2.0243333333333333,28.627
PA,2002,10,1.9880645161290322,28.656774193548387
PA,2002,11,1.7936666666666667,27.96366666666667
PA,2002,12,1.8383870967741935,27.474516129032256
PA,2003,1,1.9819354838709677,27.00258064516129
PA,2003,2,1.9782142857142857,24.8425
PA,2003,3,2.0125806451612904,24.515806451612903
PA,2003,4,1.939,24.740666666666666
PA,2003,5,1.8916129032258064,25.18967741935484
PA,2003,6,1.7643333333333333,24.608999999999998
PA,2003,7,1.9619354838709677,24.683870967741935
PA,2003,8,2.0603225806451615,25.66774193548387
PA,2003,9,2.0526666666666666,26.28033333333333
PA,2003,10,1.7564516129032257,27.648387096774194
PA,2003,11,1.7613333333333334,27.305
PA,2003,12,1.850967741935484,27.73774193548387
PA,2004,1,1.8335483870967741,25.498064516129034
PA,2004,2,1.9651724137931035,24.323103448275862
PA,2004,3,1.975483870967742,24.731935483870966
PA,2004,4,1.9466666666666665,25.063333333333333
PA,2004,5,1.7996774193548386,25.29
PA,2004,6,1.7903333333333333,24.615
PA,2004,7,1.832258064516129,24.420645161290324
PA,2004,8,2.014516129032258,26.06
PA,2004,9,2.027,26.858333333333334
PA,2004,10,1.936774193548387,27.006451612903227
PA,2004,11,1.8346666666666667,28.218333333333334
PA,2004,12,1.7454838709677418,27.404193548387095
PA,2005,1,1.892258064516129,27.52
PA,2005,2,2.1439285714285714,25.533214285714287
PA,2005,3,1.9229032258064516,25.23032258064516
PA,2005,4,1.9383333333333332,25.827333333333332
PA,2005,5,1.8325806451612903,25.45
PA,2005,6,1.9013333333333333,25.942333333333334
PA,2005,7,1.9658064516129032,26.418064516129032
PA,2005,8,2.0012903225806453,28.606774193548386
PA,2005,9,1.9406666666666665,30.772333333333332
PA,2005,10,1.8961290322580644,30.796129032258065
PA,2005,11,1.6736666666666666,30.612333333333332
PA,2005,12,1.7496774193548388,25.82
PA,2006,1,1.9883870967741937,24.831290322580646
PA,2006,2,1.9557142857142857,24.635714285714286
PA,2006,3,1.9206451612903226,24.694193548387098
PA,2006,4,1.8396666666666666,24.644333333333332
PA,2006,5,1.7335483870967743,24.66967741935484
PA,2006,6,1.8443333333333334,24.46366666666667
PA,2006,7,1.8616129032258064,24.62290322580645
PA,2006,8,2.0074193548387096,26.823870967741936
PA,2006,9,2.0296666666666665,27.969333333333335
PA,2006,10,1.9696774193548388,29.009354838709676
PA,2006,11,1.7843333333333333,27.064333333333334
PA,2006,12,1.7219354838709677,27.115483870967743
PA,2007,1,2.0135483870967743,27.75483870967742
PA,2007,2,2.0385714285714287,24.99607142857143
PA,2007,3,2.07,24.635483870967743
PA,2007,4,1.9323333333333332,24.89
PA,2007,5,1.8806451612903226,25.353548387096776
PA,2007,6,1.977,24.74866666666667
PA,2007,7,1.893225806451613,24.91
PA,2007,8,2.0306451612903227,26.093548387096774
PA,2007,9,1.8613333333333333,28.659
PA,2007,10,1.8041935483870968,27.658064516129034
PA,2007,11,1.7276666666666667,28.150666666666666
PA,2007,12,1.8761290322580646,25.795161290322582
PA,2008,1,1.7409677419354839,24.44225806451613
PA,2008,2,2.009655172413793,24.513103448275864
PA,2008,3,1.7667741935483872,24.114838709677418
PA,2008,4,1.769,24.428
PA,2008,5,1.645483870967742,24.648387096774194
PA,2008,6,1.7863333333333333,24.526333333333334
PA,2008,7,1.9035483870967742,24.489677419354837
PA,2008,8,2.033225806451613,26.695806451612903
PA,2008,9,2.0286666666666666,27.77166666666667
PA,2008,10,2.040967741935484,27.56064516129032
PA,2008,11,1.879,28.508333333333333
PA,2008,12,1.782258064516129,25.15483870967742
PA,2009,1,1.9674193548387096,24.704838709677418
PA,2009,2,2.1078571428571427,24.442857142857143
PA,2009,3,1.9974193548387096,24.538709677419355
PA,2009,4,1.83,24.663
PA,2009,5,1.706451612903226,24.449354838709677
PA,2009,6,1.8513333333333333,24.681333333333335
PA,2009,7,1.996451612903226,24.866129032258065
PA,2009,8,2.218709677419355,25.93
PA,2009,9,2.239,29.058666666666667
PA,2009,10,2.1993548387096773,29.364516129032257
PA,2009,11,1.7623333333333333,29.402333333333335
PA,2009,12,1.7548387096774194,25.920967741935485
PA,2010,1,2.05,25.041290322580647
PA,2010,2,2.0717857142857143,25.57357142857143
PA,2010,3,2.3583870967741936,25.643548387096775
PA,2010,4,1.928,25.328
PA,2010,5,1.9470967741935483,25.822258064516127
PA,2010,6,1.966,25.170333333333332
PA,2010,7,1.897741935483871,24.99483870967742
PA,2010,8,1.9896774193548388,25.481290322580644
PA,2010,9,1.85,28.923666666666666
PA,2010,10,1.9583870967741934,29.649032258064516
PA,2010,11,1.8186666666666667,28.458666666666666
PA,2010,12,1.8177419354838709,25.885483870967743
PA,2011,1,1.7329032258064516,24.435483870967744
PA,2011,2,1.9821428571428572,24.202142857142857
PA,2011,3,1.9735483870967743,24.454516129032257
PA,2011,4,1.917,24.627333333333333
PA,2011,5,1.7861290322580645,24.989032258064515
PA,2011,6,1.9293333333333333,25.06833333333333
PA,2011,7,2.0212903225806453,24.563225806451612
PA,2011,8,2.129032258064516,26.45193548387097
PA,2011,9,2.104,29.205
PA,2011,10,2.048709677419355,28.531612903225806
PA,2011,11,1.9813333333333334,27.341333333333335
PA,2011,12,2.0309677419354837,28.143225806451614
PA,2012,1,1.8619354838709676,25.483870967741936
PA,2012,2,1.9955172413793103,24.128275862068964
PA,2012,3,2.045483870967742,24.396451612903224
PA,2012,4,2.0376666666666665,24.957666666666668
PA,2012,5,1.946774193548387,24.97032258064516
PA,2012,6,1.9243333333333332,25.004
PA,2012,7,1.9845161290322582,24.945806451612903
PA,2012,8,2.1583870967741934,27.493870967741934
PA,2012,9,2.0786666666666664,29.573333333333334
PA,2012,10,1.9506451612903226,28.426451612903225
PA,2012,11,1.815,29.878333333333334
PA,2012,12,1.5919354838709678,25.952903225806452
PA,2013,1,1.9258064516129032,24.973870967741934
PA,2013,2,1.8760714285714286,24.591785714285713
PA,2013,3,1.844516129032258,25.017096774193547
PA,2013,4,1.963,24.988666666666667
PA,2013,5,1.8416129032258064,24.94741935483871
PA,2013,6,1.789,24.947666666666667
PA,2013,7,1.7970967741935484,24.759032258064515
PA,2013,8,1.95,25.586774193548386
PA,2013,9,2.053,26.153
PA,2013,10,2.0012903225806453,27.506129032258062
PA,2013,11,1.7866666666666666,25.793666666666667
PA,2013,12,1.9632258064516128,26.46
PA,2014,1,1.8535483870967742,24.984516129032258
PA,2014,2,1.9553571428571428,24.401071428571427
PA,2014,3,1.9580645161290322,24.62290322580645
PA,2014,4,1.9183333333333332,24.804
PA,2014,5,1.8235483870967741,25.07032258064516
PA,2014,6,1.8296666666666666,25.115
PA,2014,7,1.9519354838709677,25.28741935483871
PA,2014,8,2.0796774193548386,27.174193548387098
PA,2014,9,2.0616666666666665,28.622333333333334
PA,2014,10,1.96,28.553225806451614
PA,2014,11,1.9296666666666666,27.658
PA,2014,12,1.904516129032258,27.926451612903225
PA,2015,1,1.927741935483871,25.79
PA,2015,2,1.9285714285714286,24.673571428571428
PA,2015,3,1.9693548387096775,24.75193548387097
PA,2015,4,2.046,24.991
PA,2015,5,1.8825806451612903,25.24451612903226
PA,2015,6,1.786,25.339
PA,2015,7,1.9238709677419354,26.561612903225807
PA,2015,8,2.039032258064516,29.088064516129034
PA,2015,9,2.0926666666666667,30.745333333333335
PA,2015,10,1.9087096774193548,30.863548387096774
PA,2015,11,1.7023333333333333,30.521
PA,2015,12,1.487741935483871,31.290967741935482
PA,2016,1,1.7767741935483872,27.921290322580646
PA,2016,2,2.0258620689655173,25.68413793103448
PA,2016,3,1.8870967741935485,25.66032258064516
PA,2016,4,1.8946666666666667,25.559333333333335
PA,2016,5,1.8248387096774195,25.73258064516129
PA,2016,6,1.883,25.21
PA,2016,7,1.9319354838709677,26.13032258064516
PA,2016,8,2.0432258064516127,28.66516129032258
PA,2016,9,1.9786666666666668,29.666333333333334
PA,2016,10,1.874516129032258,28.82516129032258
PA,2016,11,1.8583333333333334,29.331
PA,2016,12,1.8312903225806452,26.747096774193547
PA,2017,1,1.8848387096774193,24.64483870967742
PA,2017,2,1.8214285714285714,24.498214285714287
PA,2017,3,1.9264516129032259,24.81806451612903
PA,2017,4,1.9646666666666666,25.129
PA,2017,5,1.8448387096774193,25.504193548387097
PA,2017,6,1.9683333333333333,25.277666666666665
PA,2017,7,2.1229032258064517,25.45967741935484
PA,2017,8,2.1754838709677418,28.773870967741935
PA,2017,9,2.154,30.335
PA,2017,10,1.9729032258064516,30.669354838709676
PA,2017,11,1.8683333333333334,30.736666666666668
PA,2017,12,1.7416129032258065,27.93709677419355
PA,2018,1,2.069032258064516,25.329677419354837
PA,2018,2,2.0235714285714286,24.61857142857143
PA,2018,3,2.1483870967741936,25.111290322580643
PA,2018,4,2,24.753666666666668
PA,2018,5,1.9109677419354838,25.210967741935484
PA,2018,6,2.0366666666666666,25.795666666666666
PA,2018,7,1.9403225806451614,28.14483870967742
PA,2018,8,2.0796774193548386,28.79741935483871
PA,2018,9,2.037,30.123333333333335
PA,2018,10,1.9732258064516128,31.163870967741936
PA,2018,11,1.797,29.674
PA,2018,12,1.7870967741935484,25.80709677419355
PA,2019,1,1.8535483870967742,25.372903225806454
PA,2019,2,1.8617857142857144,25.156785714285714
PA,2019,3,1.9325806451612904,25.278709677419354
PA,2019,4,2.0073333333333334,25.52466666666667
PA,2019,5,1.8441935483870968,25.99290322580645
PA,2019,6,1.9093333333333333,27.103666666666665
PA,2019,7,1.9432258064516128,28.22774193548387
PA,2019,8,2.1658064516129034,29.77064516129032
PA,2019,9,2.3386666666666667,30.497
PA,2019,10,1.9983870967741935,28.120322580645162
PA,2019,11,1.856,27.713
PA,2019,12,1.8838709677419354,27.423548387096773
PA,2020,1,2.0141935483870967,25.97483870967742
PA,2020,2,1.8968965517241378,25.528965517241378
PA,2020,3,2.1238709677419356,25.39774193548387
PA,2020,4,1.9173333333333333,25.038999999999998
PA,2020,5,1.9070967741935483,25.460322580645162
PA,2020,6,2.0033333333333334,25.287333333333333
PA,2020,7,2.2238709677419353,25.309032258064516
PA,2020,8,2.223225806451613,27.93516129032258
PA,2020,9,2.501333333333333,29.455
PA,2020,10,2.1148387096774193,30.011290322580646
PA,2020,11,1.8323333333333334,27.493
PA,2020,12,1.9496774193548387,26.723548387096773
PA,2021,1,1.9758064516129032,24.909032258064517
PA,2021,2,2.1407142857142856,25.062142857142856
PA,2021,3,2.1103225806451613,24.33774193548387
PA,2021,4,1.9729999999999999,24.898666666666667
PA,2021,5,2.0664516129032258,25.315806451612904
PA,2021,6,1.8126666666666666,25.218666666666667
PA,2021,7,1.9306451612903226,25.65032258064516
PA,2021,8,2.2361290322580647,27.79193548387097
PA,2021,9,2.220666666666667,27.718666666666667
PA,2021,10,2.0664516129032258,28.36
PA,2021,11,1.9933333333333334,26.532333333333334
PA,2021,12,1.7674193548387096,25.533870967741937
PA,2022,1,1.9393548387096775,24.539354838709677
PA,2022,2,2.0389285714285714,24.829285714285714
PA,2022,3,2.081935483870968,24.691935483870967
PA,2022,4,2.199333333333333,25.026333333333334
PA,2022,5,1.9780645161290322,24.76258064516129
