uf,ano,mes,indice_uv,temperatura_media_2m
CE,2018,6,2.0403333333333333,25.099666666666668
CE,2018,7,2.1074193548387097,26.66741935483871
CE,2018,8,2.3606451612903228,27.761612903225807
CE,2018,9,2.566666666666667,28.736
CE,2018,10,2.5103225806451612,29.331935483870968
CE,2018,11,2.494666666666667,29.593
CE,2018,12,2.309032258064516,27.631290322580647
CE,2019,1,2.3806451612903223,26.84967741935484
CE,2019,2,2.358214285714286,26.385357142857142
CE,2019,3,2.3548387096774195,25.760322580645163
CE,2019,4,2.2743333333333333,25.447666666666667
CE,2019,5,2.100322580645161,26.14
CE,2019,6,1.896,26.417666666666666
CE,2019,7,1.9158064516129032,26.966451612903224
CE,2019,8,2.2564516129032257,27.872258064516128
CE,2019,9,2.6736666666666666,28.919333333333334
CE,2019,10,2.6806451612903226,29.34483870967742
CE,2019,11,2.6763333333333335,29.876666666666665
CE,2019,12,2.653225806451613,29.613548387096774
CE,2020,1,2.3061290322580645,27.963225806451614
CE,2020,2,2.4048275862068964,26.655172413793103
CE,2020,3,2.418709677419355,25.848064516129032
CE,2020,4,2.3096666666666668,25.307666666666666
CE,2020,5,2.1261290322580644,25.33225806451613
CE,2020,6,2.037,25.763
CE,2020,7,2.2396774193548388,25.911935483870966
CE,2020,8,2.663548387096774,28.092903225806452
CE,2020,9,2.9146666666666667,28.764
CE,2020,10,2.847741935483871,29.59483870967742
CE,2020,11,2.3636666666666666,29.411
CE,2020,12,2.4896774193548388,29.362903225806452
CE,2021,1,2.3080645161290323,28.289677419354838
CE,2021,2,2.621785714285714,27.526071428571427
CE,2021,3,2.5383870967741937,26.115806451612904
CE,2021,4,2.3316666666666666,25.959333333333333
CE,2021,5,2.044516129032258,25.135161290322582
CE,2021,6,1.9963333333333333,26.485666666666667
CE,2021,7,2.0829032258064517,27.009032258064515
CE,2021,8,2.4280645161290324,27.702903225806452
CE,2021,9,2.602666666666667,28.763333333333332
CE,2021,10,2.5058064516129033,29.59709677419355
CE,2021,11,2.502,29.671333333333333
CE,2021,12,2.226451612903226,29.05
CE,2022,1,2.326774193548387,26.446774193548386
CE,2022,2,2.407857142857143,27.544285714285714
CE,2022,3,2.370967741935484,26.333548387096773
CE,2022,4,2.332,25.751
CE,2022,5,2.0216129032258063,25.5841935483871
CE,2022,6,1.8526666666666667,25.237666666666666
CE,2022,7,1.8980645161290324,26.126451612903224
CE,2022,8,2.182258064516129,26.338064516129034
CE,2022,9,2.378,28.669
CE,2022,10,2.4658064516129032,29.373548387096776
CE,2022,11,2.1523333333333334,27.797
CE,2022,12,2.243225806451613,28.589354838709678
CE,2023,1,2.1241935483870966,27.45774193548387
CE,2023,2,2.266785714285714,26.6
CE,2023,3,2.1564516129032256,25.427096774193547
CE,2023,4,2.152,24.683333333333334
CE,2023,5,2.000967741935484,25.574516129032258
CE,2023,6,1.7703333333333333,26.462666666666667
CE,2023,7,2.014516129032258,27.501935483870966
CE,2023,8,2.212258064516129,28.12483870967742
CE,2023,9,2.427,29.187666666666665
CE,2023,10,2.650967741935484,29.81806451612903
CE,2023,11,2.521,29.992333333333335
CE,2023,12,2.4658064516129032,28.34483870967742
DF,2000,1,NA,22.163870967741936
DF,2000,2,NA,21.925862068965518
DF,2000,3,NA,21.697419354838708
DF,2000,4,NA,20.798666666666666
DF,2000,5,NA,19.225806451612904
DF,2000,6,NA,17.813666666666666
DF,2000,7,NA,18.270967741935483
DF,2000,8,NA,21.210322580645162
DF,2000,9,NA,22.324333333333332
DF,2000,10,NA,25.156129032258065
DF,2000,11,NA,22.192666666666668
DF,2000,12,NA,22.661612903225805
DF,2001,1,2.7609677419354837,22.308387096774194
DF,2001,2,2.8610714285714285,23.582857142857144
DF,2001,3,2.2916129032258064,22.342903225806452
DF,2001,4,2.1886666666666668,21.968666666666667
DF,2001,5,1.6983870967741936,20.913870967741936
DF,2001,6,1.4653333333333334,19.422
DF,2001,7,1.5464516129032257,20.206129032258065
DF,2001,8,1.8083870967741935,20.46258064516129
DF,2001,9,1.9636666666666667,23.54
DF,2001,10,1.95,23.22935483870968
DF,2001,11,2.086,23.311333333333334
DF,2001,12,2.25,22.47483870967742
DF,2002,1,2.58,22.37290322580645
DF,2002,2,2.3914285714285715,22.398214285714285
DF,2002,3,2.4935483870967743,22.14516129032258
DF,2002,4,2.258,21.553333333333335
DF,2002,5,1.8616129032258064,20.524516129032257
DF,2002,6,1.6243333333333334,18.414666666666665
DF,2002,7,1.604516129032258,20.34774193548387
DF,2002,8,1.9638709677419355,21.40967741935484
DF,2002,9,1.9633333333333334,23.567
DF,2002,10,2.547741935483871,26.621290322580645
DF,2002,11,2.490666666666667,23.958333333333332
DF,2002,12,2.357741935483871,23.87
DF,2003,1,2.51,22.83032258064516
DF,2003,2,2.7889285714285714,22.327142857142857
DF,2003,3,2.222903225806452,21.911612903225805
DF,2003,4,2.157,21.331333333333333
DF,2003,5,1.72,18.856451612903225
DF,2003,6,1.5343333333333333,17.963333333333335
DF,2003,7,1.5216129032258066,17.694193548387098
DF,2003,8,1.7396774193548388,21.140645161290323
DF,2003,9,1.977,23.205666666666666
DF,2003,10,2.156774193548387,24.011935483870968
DF,2003,11,2.2903333333333333,23.249666666666666
DF,2003,12,2.544516129032258,23.66258064516129
DF,2004,1,2.1251612903225805,22.195483870967742
DF,2004,2,2.139310344827586,22.01137931034483
DF,2004,3,2.3483870967741933,21.691290322580645
DF,2004,4,2.003,20.698666666666668
DF,2004,5,1.7483870967741935,20.037741935483872
DF,2004,6,1.508,17.229333333333333
DF,2004,7,1.5654838709677419,16.803870967741936
DF,2004,8,1.9848387096774194,18.81838709677419
DF,2004,9,2.4,21.927666666666667
DF,2004,10,2.403548387096774,24.421290322580646
DF,2004,11,2.5063333333333335,23.270333333333333
DF,2004,12,2.3080645161290323,22.56774193548387
DF,2005,1,2.3829032258064515,22.928064516129034
DF,2005,2,2.7135714285714285,22.604285714285716
DF,2005,3,2.305806451612903,22.803548387096775
DF,2005,4,2.1853333333333333,21.360666666666667
DF,2005,5,1.762258064516129,19.286774193548386
DF,2005,6,1.4983333333333333,18.441333333333333
DF,2005,7,1.575483870967742,18.254193548387097
DF,2005,8,1.854516129032258,20.59032258064516
DF,2005,9,1.8696666666666666,24.540666666666667
DF,2005,10,2.4919354838709675,26.739032258064515
DF,2005,11,2.0736666666666665,22.896333333333335
DF,2005,12,2.216774193548387,21.814516129032256
DF,2006,1,2.785806451612903,22.20064516129032
DF,2006,2,2.6364285714285716,23.05142857142857
DF,2006,3,2.2083870967741936,22.349354838709676
DF,2006,4,2.1203333333333334,21.163
DF,2006,5,1.8535483870967742,18.68032258064516
DF,2006,6,1.5373333333333332,17.090666666666667
DF,2006,7,1.6438709677419354,17.822903225806453
DF,2006,8,1.9835483870967743,21.258709677419354
DF,2006,9,2.09,22.251666666666665
DF,2006,10,2.138709677419355,22.42967741935484
DF,2006,11,2.404333333333333,22.017666666666667
DF,2006,12,2.4254838709677418,22.810967741935485
DF,2007,1,2.5806451612903225,22.778387096774193
DF,2007,2,2.4082142857142856,21.71607142857143
DF,2007,3,2.754193548387097,21.48032258064516
DF,2007,4,2.114,21.350666666666665
DF,2007,5,1.834516129032258,19.516774193548386
DF,2007,6,1.6063333333333334,18.2
DF,2007,7,1.6493548387096775,19.350645161290323
DF,2007,8,2.01,19.25483870967742
DF,2007,9,2.301,23.035333333333334
DF,2007,10,2.3638709677419354,25.76258064516129
DF,2007,11,2.3263333333333334,24.326
DF,2007,12,2.448709677419355,22.669677419354837
DF,2008,1,2.4858064516129033,22.481612903225805
DF,2008,2,2.5148275862068967,22.546206896551723
DF,2008,3,2.3551612903225805,21.836129032258064
DF,2008,4,2.131,21.938666666666666
DF,2008,5,1.8629032258064515,18.89516129032258
DF,2008,6,1.5253333333333334,18.00166666666667
DF,2008,7,1.6803225806451614,16.95193548387097
DF,2008,8,2.0867741935483872,20.434838709677418
DF,2008,9,2.242,23.580666666666666
DF,2008,10,2.6596774193548387,25.87741935483871
DF,2008,11,2.224666666666667,24.175
DF,2008,12,2.2087096774193546,22.51290322580645
DF,2009,1,2.6919354838709677,22.83483870967742
DF,2009,2,2.8567857142857145,22.75392857142857
DF,2009,3,2.5493548387096774,23.044838709677418
DF,2009,4,1.9293333333333333,21.117333333333335
DF,2009,5,1.7354838709677418,19.276451612903227
DF,2009,6,1.4856666666666667,18.750666666666667
DF,2009,7,1.6316129032258064,19.713225806451614
DF,2009,8,1.8841935483870966,20.303225806451614
DF,2009,9,2.1133333333333333,23.976333333333333
DF,2009,10,2.2364516129032257,23.81258064516129
DF,2009,11,2.4513333333333334,23.327
DF,2009,12,2.2077419354838708,22.274193548387096
DF,2010,1,2.7548387096774194,22.791612903225808
DF,2010,2,2.9667857142857144,23.476785714285715
DF,2010,3,2.4316129032258065,22.81806451612903
DF,2010,4,2.2736666666666667,21.074333333333332
DF,2010,5,1.8148387096774194,20.99258064516129
DF,2010,6,1.5653333333333335,18.789
DF,2010,7,1.6016129032258064,19.121612903225806
DF,2010,8,2.0061290322580647,20.171290322580646
DF,2010,9,2.183,23.869666666666667
DF,2010,10,2.065483870967742,25.35774193548387
DF,2010,11,2.0713333333333335,22.829
DF,2010,12,2.370967741935484,22.901290322580646
DF,2011,1,2.485483870967742,21.9941935483871
DF,2011,2,2.5439285714285713,22.53392857142857
DF,2011,3,2.2038709677419357,22.21548387096774
DF,2011,4,2.147666666666667,20.841333333333335
DF,2011,5,1.8019354838709678,18.931612903225805
DF,2011,6,1.5030000000000001,18.580666666666666
DF,2011,7,1.6874193548387098,18.671290322580646
DF,2011,8,2.009032258064516,21.321290322580644
DF,2011,9,2.3,23.432333333333332
DF,2011,10,1.9819354838709677,22.536774193548386
DF,2011,11,2.1093333333333333,21.933
DF,2011,12,2.2164516129032257,21.979032258064517
DF,2012,1,2.451290322580645,21.58290322580645
DF,2012,2,2.686551724137931,21.555862068965517
DF,2012,3,2.548064516129032,21.83290322580645
DF,2012,4,2.215,21.993666666666666
DF,2012,5,1.5770967741935484,19.773870967741935
DF,2012,6,1.4863333333333333,20.072666666666667
DF,2012,7,1.5977419354838711,19.05677419354839
DF,2012,8,1.9535483870967743,19.651935483870968
DF,2012,9,2.142,24.046333333333333
DF,2012,10,2.634516129032258,25.025483870967744
DF,2012,11,2.146,22.886333333333333
DF,2012,12,2.7680645161290323,23.848709677419354
DF,2013,1,2.2958064516129033,22.673870967741934
DF,2013,2,2.8360714285714286,22.68107142857143
DF,2013,3,2.331290322580645,22.835806451612903
DF,2013,4,2.070333333333333,20.991333333333333
DF,2013,5,1.8735483870967742,19.95064516129032
DF,2013,6,1.5016666666666667,19.691
DF,2013,7,1.6741935483870967,19.623225806451615
DF,2013,8,2.0161290322580645,20.86225806451613
DF,2013,9,2.1603333333333334,23.618000000000002
DF,2013,10,2.354516129032258,23.40451612903226
DF,2013,11,2.5046666666666666,23.829333333333334
DF,2013,12,2.374516129032258,22.766451612903225
DF,2014,1,2.8238709677419354,22.286451612903225
DF,2014,2,2.56,22.232142857142858
DF,2014,3,2.2519354838709678,22.068709677419356
DF,2014,4,2.1006666666666667,21.882
DF,2014,5,1.8164516129032258,20.14258064516129
DF,2014,6,1.498,19.536333333333335
DF,2014,7,1.5561290322580645,19.506129032258066
DF,2014,8,1.9029032258064515,21.314193548387095
DF,2014,9,2.2546666666666666,24.949666666666666
DF,2014,10,2.4083870967741934,25.157096774193548
DF,2014,11,2.356,23.636333333333333
DF,2014,12,2.3009677419354837,22.376129032258063
DF,2015,1,2.8825806451612905,24.658387096774195
DF,2015,2,2.4857142857142858,22.59857142857143
DF,2015,3,2.1051612903225805,22.34516129032258
DF,2015,4,2.0166666666666666,22.359
DF,2015,5,1.653225806451613,20.308709677419355
DF,2015,6,1.577,19.561333333333334
DF,2015,7,1.596774193548387,20.394516129032258
DF,2015,8,2.0661290322580643,21.654193548387095
DF,2015,9,2.238,26.135
DF,2015,10,2.617741935483871,27.45483870967742
DF,2015,11,2.5976666666666666,25.149
DF,2015,12,2.7583870967741935,24.50741935483871
DF,2016,1,2.2180645161290324,22.98483870967742
DF,2016,2,2.9555172413793103,23.368275862068966
DF,2016,3,2.4858064516129033,22.776129032258066
DF,2016,4,2.3713333333333333,22.286666666666665
DF,2016,5,1.8661290322580646,21.794193548387096
DF,2016,6,1.544,20.636
DF,2016,7,1.7164516129032257,20.773870967741935
DF,2016,8,1.9196774193548387,22.948709677419355
DF,2016,9,2.2306666666666666,25.511333333333333
DF,2016,10,2.502258064516129,24.871612903225806
DF,2016,11,2.388333333333333,23.416333333333334
DF,2016,12,2.746774193548387,22.85516129032258
DF,2017,1,2.7748387096774194,23.556451612903224
DF,2017,2,2.4425,22.368214285714288
DF,2017,3,2.4819354838709677,23.45
DF,2017,4,2.1536666666666666,23.331666666666667
DF,2017,5,1.665483870967742,22.053225806451614
DF,2017,6,1.578,20.731333333333332
DF,2017,7,1.6496774193548387,17.96741935483871
DF,2017,8,2.0283870967741935,22.363870967741935
DF,2017,9,2.252333333333333,22.770333333333333
DF,2017,10,2.5841935483870966,25.939032258064515
DF,2017,11,2.2013333333333334,22.904
DF,2017,12,2.323225806451613,22.658709677419356
DF,2018,1,2.694193548387097,23.003548387096775
DF,2018,2,2.6325,22.401785714285715
DF,2018,3,2.4570967741935483,22.825806451612902
DF,2018,4,1.9376666666666666,20.969
DF,2018,5,1.8438709677419356,19.754516129032258
DF,2018,6,1.5723333333333334,19.664666666666665
DF,2018,7,1.6261290322580646,19.435806451612905
DF,2018,8,1.8303225806451613,22.485806451612902
DF,2018,9,2.3133333333333335,24.523
DF,2018,10,2.279032258064516,25.122258064516128
DF,2018,11,2.1373333333333333,22.41433333333333
DF,2018,12,2.628709677419355,22.945483870967742
DF,2019,1,2.9367741935483873,23.393225806451614
DF,2019,2,2.6725,23.86642857142857
DF,2019,3,2.3348387096774195,22.798709677419353
DF,2019,4,2.0883333333333334,22.885666666666665
DF,2019,5,1.8048387096774194,21.49967741935484
DF,2019,6,1.63,18.924
DF,2019,7,1.6864516129032259,19.008709677419354
DF,2019,8,2.0212903225806453,22.08225806451613
DF,2019,9,2.4323333333333332,25.486333333333334
DF,2019,10,2.5832258064516127,26.318387096774195
DF,2019,11,2.546333333333333,25.275
DF,2019,12,2.825483870967742,24.08258064516129
DF,2020,1,2.5783870967741933,23.79258064516129
DF,2020,2,2.583448275862069,23.20758620689655
DF,2020,3,2.3690322580645162,22.54774193548387
DF,2020,4,2.2536666666666667,21.77466666666667
DF,2020,5,1.99,19.16741935483871
DF,2020,6,1.7306666666666666,18.987333333333332
DF,2020,7,1.7929032258064517,19.16258064516129
DF,2020,8,2.177741935483871,20.564193548387095
DF,2020,9,2.671333333333333,24.090333333333334
DF,2020,10,2.274193548387097,25.230967741935483
DF,2020,11,2.5693333333333332,23.499
DF,2020,12,2.750967741935484,24.249032258064517
DF,2021,1,3.0735483870967744,24.394193548387097
DF,2021,2,2.4839285714285713,23.190357142857142
DF,2021,3,2.7512903225806453,22.35290322580645
DF,2021,4,2.144,21.56533333333333
DF,2021,5,1.8393548387096774,21.36
DF,2021,6,1.6043333333333334,20.33
DF,2021,7,1.65,19.24290322580645
DF,2021,8,1.9919354838709677,21.41258064516129
DF,2021,9,2.165,26.367333333333335
DF,2021,10,2.2303225806451614,25.52935483870968
DF,2021,11,2.1426666666666665,23.142
DF,2021,12,2.3,22.793870967741935
DF,2022,1,2.595806451612903,22.107096774193547
DF,2022,2,2.455,22.28214285714286
DF,2022,3,2.6838709677419352,22.52064516129032
DF,2022,4,2.248666666666667,22.544999999999998
DF,2022,5,1.853225806451613,19.835806451612903
DF,2022,6,1.6196666666666666,19.907666666666668
DF,2022,7,1.691290322580645,19.278709677419354
DF,2022,8,2.009677419354839,21.966129032258063
DF,2022,9,2.196,24.156666666666666
DF,2022,10,2.4412903225806453,25.716129032258063
DF,2022,11,2.407,22.983
DF,2022,12,2.240967741935484,22.13290322580645
DF,2023,1,2.453225806451613,22.379032258064516
DF,2023,2,2.775714285714286,23.759999999999998
DF,2023,3,2.2719354838709678,22.963225806451614
DF,2023,4,1.9733333333333334,22.748666666666665
DF,2023,5,1.7174193548387098,20.765806451612903
DF,2023,6,1.4766666666666666,20.073666666666668
DF,2023,7,1.5254838709677419,20.91483870967742
DF,2023,8,1.7480645161290322,23.301290322580645
DF,2023,9,2.1686666666666667,26.188
DF,2023,10,2.4083870967741934,27.234193548387097
DF,2023,11,2.6073333333333335,27.492
DF,2023,12,2.5641935483870966,26.767741935483873
ES,2000,1,NA,24.683548387096774
ES,2000,2,NA,25.15758620689655
ES,2000,3,NA,24.286451612903225
ES,2000,4,NA,23.242
ES,2000,5,NA,21.59258064516129
ES,2000,6,NA,20.763666666666666
ES,2000,7,NA,20.18225806451613
ES,2000,8,NA,21.49451612903226
ES,2000,9,NA,22.278333333333332
ES,2000,10,NA,25.556129032258063
ES,2000,11,NA,24.211
ES,2000,12,NA,24.811290322580646
ES,2001,1,2.7451612903225806,24.903870967741934
ES,2001,2,2.8235714285714284,27.28107142857143
ES,2001,3,2.2916129032258064,26.265806451612903
ES,2001,4,1.775,26.020666666666667
ES,2001,5,1.31,23.694193548387098
ES,2001,6,1.0826666666666667,21.848333333333333
ES,2001,7,1.1216129032258064,21.533548387096776
ES,2001,8,1.310967741935484,21.463870967741936
ES,2001,9,1.394,22.505
ES,2001,10,1.67,23.206451612903226
ES,2001,11,1.917,24.116666666666667
ES,2001,12,2.166451612903226,24.141935483870967
ES,2002,1,2.5403225806451615,24.398387096774194
ES,2002,2,2.2725,24.261785714285715
ES,2002,3,2.253225806451613,24.691290322580645
ES,2002,4,1.8923333333333334,24.204666666666668
ES,2002,5,1.4470967741935483,22.679032258064517
ES,2002,6,1.2616666666666667,21.898666666666667
ES,2002,7,1.1425806451612903,21.31
ES,2002,8,1.435483870967742,22.401935483870968
ES,2002,9,1.3593333333333333,22.180666666666667
ES,2002,10,2.157741935483871,24.59225806451613
ES,2002,11,2.219333333333333,24.853666666666665
ES,2002,12,2.209032258064516,25.954516129032257
ES,2003,1,2.4196774193548385,25.328709677419354
ES,2003,2,2.779642857142857,26.0625
ES,2003,3,2.4054838709677417,26.523225806451613
ES,2003,4,1.788,25.425666666666668
ES,2003,5,1.3435483870967742,23.27741935483871
ES,2003,6,1.18,22.807333333333332
ES,2003,7,1.0851612903225807,21.178064516129034
ES,2003,8,1.2148387096774194,21.68741935483871
ES,2003,9,1.4793333333333334,23.461333333333332
ES,2003,10,1.9645161290322581,24.290967741935482
ES,2003,11,2.143666666666667,25.62
ES,2003,12,2.3209677419354837,26.041290322580647
ES,2004,1,2.2196774193548388,24.441612903225806
ES,2004,2,2.277586206896552,24.576206896551724
ES,2004,3,2.0583870967741937,23.857096774193547
ES,2004,4,1.675,23.064333333333334
ES,2004,5,1.2938709677419356,21.768387096774195
ES,2004,6,1.0616666666666668,20.164666666666665
ES,2004,7,1.1187096774193548,19.455483870967743
ES,2004,8,1.5270967741935484,20.335806451612903
ES,2004,9,1.8183333333333334,22.428333333333335
ES,2004,10,2.0170967741935484,24.3141935483871
ES,2004,11,2.241,25.165333333333333
ES,2004,12,2.263225806451613,24.763870967741937
ES,2005,1,2.467741935483871,25.510322580645163
ES,2005,2,2.436785714285714,24.679642857142856
ES,2005,3,2.1503225806451614,25.09548387096774
ES,2005,4,1.82,24.212
ES,2005,5,1.3174193548387096,22.326451612903227
ES,2005,6,1.0546666666666666,20.706666666666667
ES,2005,7,1.1341935483870969,19.761290322580646
ES,2005,8,1.345483870967742,21.429354838709678
ES,2005,9,1.2336666666666667,22.659
ES,2005,10,2.1309677419354838,25.623548387096776
ES,2005,11,1.7626666666666666,23.252333333333333
ES,2005,12,2.286451612903226,23.70258064516129
ES,2006,1,2.8880645161290324,25.178709677419356
ES,2006,2,2.8467857142857143,28.0375
ES,2006,3,2.0616129032258064,25.099677419354837
ES,2006,4,1.8326666666666667,23.551000000000002
ES,2006,5,1.417741935483871,21.47774193548387
ES,2006,6,1.081,20.033666666666665
ES,2006,7,1.2441935483870967,19.91193548387097
ES,2006,8,1.375483870967742,22.00258064516129
ES,2006,9,1.5306666666666666,22.55366666666667
ES,2006,10,1.7364516129032257,23.888709677419357
ES,2006,11,1.9653333333333334,23.629666666666665
ES,2006,12,2.183225806451613,24.158387096774195
ES,2007,1,2.506774193548387,24.87483870967742
ES,2007,2,2.4203571428571427,24.289285714285715
ES,2007,3,2.534838709677419,25.190967741935484
ES,2007,4,1.7903333333333333,24.532
ES,2007,5,1.3735483870967742,22.260645161290324
ES,2007,6,1.1583333333333334,21.578666666666667
ES,2007,7,1.1606451612903226,21.833870967741934
ES,2007,8,1.4119354838709677,21.636774193548387
ES,2007,9,1.539,22.255
ES,2007,10,1.9832258064516128,24.995806451612903
ES,2007,11,2.3116666666666665,26.279
ES,2007,12,2.5867741935483872,26.265483870967742
ES,2008,1,2.3229032258064515,25.05774193548387
ES,2008,2,2.496896551724138,25.83206896551724
ES,2008,3,2.279032258064516,25.378709677419355
ES,2008,4,1.8656666666666666,25.221333333333334
ES,2008,5,1.439032258064516,22.740000000000002
ES,2008,6,1.1300000000000001,21.518333333333334
ES,2008,7,1.2403225806451612,20.339032258064517
ES,2008,8,1.4948387096774194,22.612903225806452
ES,2008,9,1.6703333333333334,23.136666666666667
ES,2008,10,2.1067741935483872,25.774838709677418
ES,2008,11,1.8223333333333334,24.48966666666667
ES,2008,12,2.2435483870967743,23.77774193548387
ES,2009,1,2.6303225806451613,24.586774193548386
ES,2009,2,2.777142857142857,25.126785714285713
ES,2009,3,2.37,25.741290322580646
ES,2009,4,1.8116666666666668,23.539
ES,2009,5,1.3893548387096775,21.741935483870968
ES,2009,6,1.036,20.806
ES,2009,7,1.147741935483871,21.628064516129033
ES,2009,8,1.3635483870967742,22.11741935483871
ES,2009,9,1.671,24.930666666666667
ES,2009,10,1.8051612903225807,25.39
ES,2009,11,2.4656666666666665,24.942333333333334
ES,2009,12,2.499032258064516,25.60451612903226
ES,2010,1,3.039032258064516,27.851290322580645
ES,2010,2,2.7071428571428573,27.603214285714287
ES,2010,3,2.24741935483871,26.020967741935483
ES,2010,4,1.791,23.814
ES,2010,5,1.3551612903225807,22.538064516129033
ES,2010,6,1.0966666666666667,20.088333333333335
ES,2010,7,1.1196774193548387,20.920645161290324
ES,2010,8,1.4251612903225808,20.996451612903225
ES,2010,9,1.5746666666666667,23.203666666666667
ES,2010,10,1.5538709677419356,24.76483870967742
ES,2010,11,1.863,24.089333333333332
ES,2010,12,2.3203225806451613,25.550645161290323
ES,2011,1,2.634193548387097,24.850322580645162
ES,2011,2,2.5917857142857144,26.264285714285716
ES,2011,3,1.9548387096774194,24.52967741935484
ES,2011,4,1.683,23.647666666666666
ES,2011,5,1.3874193548387097,20.91548387096774
ES,2011,6,1.0453333333333334,20.192333333333334
ES,2011,7,1.1403225806451613,20.34548387096774
ES,2011,8,1.4425806451612904,21.96290322580645
ES,2011,9,1.645,21.705666666666666
ES,2011,10,1.666774193548387,23.026774193548388
ES,2011,11,1.832,22.857666666666667
ES,2011,12,1.9548387096774194,23.724516129032256
ES,2012,1,2.462258064516129,23.739677419354837
ES,2012,2,2.6744827586206896,24.000689655172415
ES,2012,3,2.29,25.133548387096774
ES,2012,4,1.754,25.331
ES,2012,5,1.2074193548387098,22.250645161290322
ES,2012,6,1.0456666666666667,22.44633333333333
ES,2012,7,1.1687096774193548,21.351612903225806
ES,2012,8,1.4222580645161291,20.669999999999998
ES,2012,9,1.6453333333333333,22.161
ES,2012,10,2.162258064516129,24.596451612903227
ES,2012,11,1.8663333333333334,24.130666666666666
ES,2012,12,2.803225806451613,26.650967741935485
ES,2013,1,2.3938709677419356,26.09258064516129
ES,2013,2,2.6342857142857143,26.434642857142858
ES,2013,3,2.1348387096774193,26.038709677419355
ES,2013,4,1.6333333333333333,23.69
ES,2013,5,1.298709677419355,22.926451612903225
ES,2013,6,1.1396666666666666,22.788666666666668
ES,2013,7,1.1806451612903226,21.865806451612904
ES,2013,8,1.462258064516129,21.778709677419354
ES,2013,9,1.7006666666666665,23.260666666666665
ES,2013,10,1.8761290322580646,23.566451612903226
ES,2013,11,2.243333333333333,24.513
ES,2013,12,2.147741935483871,24.868387096774192
ES,2014,1,2.7261290322580645,24.280645161290323
ES,2014,2,2.5010714285714286,24.4025
ES,2014,3,2.1248387096774195,24.876129032258063
ES,2014,4,1.8116666666666668,24.432333333333332
ES,2014,5,1.3835483870967742,23.309677419354838
ES,2014,6,1.0366666666666666,22.149
ES,2014,7,1.001290322580645,21.113548387096774
ES,2014,8,1.4351612903225806,21.446774193548386
ES,2014,9,1.7833333333333332,23.503666666666668
ES,2014,10,1.8329032258064517,23.88290322580645
ES,2014,11,2.1046666666666667,24.705666666666666
ES,2014,12,2.5506451612903227,25.925806451612903
ES,2015,1,2.943225806451613,28.070967741935483
ES,2015,2,2.516785714285714,26.993214285714284
ES,2015,3,2.2774193548387096,26.798387096774192
ES,2015,4,1.7236666666666667,25.386333333333333
ES,2015,5,1.2467741935483871,22.736129032258063
ES,2015,6,1.0873333333333333,22.409666666666666
ES,2015,7,1.1429032258064515,22.06774193548387
ES,2015,8,1.4545161290322581,22.182903225806452
ES,2015,9,1.8906666666666667,25.560666666666666
ES,2015,10,2.092258064516129,26.40258064516129
ES,2015,11,2.3063333333333333,28.154333333333334
ES,2015,12,2.635806451612903,28.171935483870968
ES,2016,1,2.318709677419355,26.70193548387097
ES,2016,2,2.9286206896551725,28.40448275862069
ES,2016,3,2.2925806451612902,27.68516129032258
ES,2016,4,1.9756666666666667,26.840666666666667
ES,2016,5,1.382258064516129,24.107096774193547
ES,2016,6,1.0773333333333333,22.472666666666665
ES,2016,7,1.1758064516129032,21.526129032258066
ES,2016,8,1.4741935483870967,22.866774193548387
ES,2016,9,1.728,24.316
ES,2016,10,1.9012903225806452,25.143548387096775
ES,2016,11,2.052,24.289
ES,2016,12,2.4735483870967743,25.184838709677418
ES,2017,1,2.793548387096774,26.768709677419356
ES,2017,2,2.39,25.907857142857143
ES,2017,3,2.265483870967742,26.296451612903226
ES,2017,4,1.736,25.243666666666666
ES,2017,5,1.2158064516129032,22.660645161290322
ES,2017,6,1.1106666666666667,22.037
ES,2017,7,1.0780645161290323,19.483548387096775
ES,2017,8,1.3158064516129033,20.46258064516129
ES,2017,9,1.5576666666666668,21.945
ES,2017,10,2.0293548387096774,25.58483870967742
ES,2017,11,1.9646666666666666,24.940666666666665
ES,2017,12,2.1467741935483873,25.202903225806452
ES,2018,1,2.830322580645161,26.989354838709676
ES,2018,2,2.3017857142857143,25.37607142857143
ES,2018,3,2.321290322580645,26.011290322580646
ES,2018,4,1.6473333333333333,23.69
ES,2018,5,1.3106451612903225,22.123548387096776
ES,2018,6,1.0543333333333333,22.075666666666667
ES,2018,7,1.1987096774193549,21.67451612903226
ES,2018,8,1.212258064516129,22.49516129032258
ES,2018,9,1.5596666666666668,23.701333333333334
ES,2018,10,1.8529032258064515,25.135483870967743
ES,2018,11,2.0936666666666666,24.342666666666666
ES,2018,12,2.3864516129032256,24.929032258064517
ES,2019,1,3.1361290322580646,26.58967741935484
ES,2019,2,2.8,27.423571428571428
ES,2019,3,2.3593548387096774,26.956774193548387
ES,2019,4,1.8793333333333333,26.664666666666665
ES,2019,5,1.3187096774193547,24.802258064516128
ES,2019,6,1.141,22.426333333333332
ES,2019,7,1.21,21.627741935483872
ES,2019,8,1.3903225806451613,21.789677419354838
ES,2019,9,1.7133333333333334,23.902
ES,2019,10,2.167741935483871,25.359032258064516
ES,2019,11,2.1546666666666665,25.662333333333333
ES,2019,12,2.548709677419355,25.253548387096775
ES,2020,1,2.502258064516129,26.11225806451613
ES,2020,2,2.607586206896552,26.116206896551724
